FID,Lat,Lon,lat1,lon1,lat2,lon4,output
997,20.467,110.12,20.462,110.115,20.472,110.125,44
998,20.467,110.13,20.462,110.125,20.472,110.135,82
999,20.467,110.14,20.462,110.135,20.472,110.145,45
1000,20.467,110.15,20.462,110.145,20.472,110.155,37
1001,20.467,110.16,20.462,110.155,20.472,110.165,78
1002,20.467,110.17,20.462,110.165,20.472,110.175,53
1003,20.467,110.18,20.462,110.175,20.472,110.185,69
1004,20.467,110.19,20.462,110.185,20.472,110.195,14
1005,20.467,110.2,20.462,110.195,20.472,110.205,33
1006,20.467,110.21,20.462,110.205,20.472,110.215,6
1007,20.467,110.22,20.462,110.215,20.472,110.225,5
1008,20.467,110.23,20.462,110.225,20.472,110.235,58
1009,20.467,110.24,20.462,110.235,20.472,110.245,33
1010,20.467,110.25,20.462,110.245,20.472,110.255,88
1011,20.467,110.26,20.462,110.255,20.472,110.265,20
1012,20.467,110.27,20.462,110.265,20.472,110.275,36
1013,20.467,110.28,20.462,110.275,20.472,110.285,79
1014,20.467,110.29,20.462,110.285,20.472,110.295,62
1015,20.467,110.3,20.462,110.295,20.472,110.305,14
1016,20.467,110.31,20.462,110.305,20.472,110.315,66
1017,20.467,110.32,20.462,110.315,20.472,110.325,18
1018,20.467,110.33,20.462,110.325,20.472,110.335,82
1019,20.467,110.34,20.462,110.335,20.472,110.345,47
1020,20.467,110.35,20.462,110.345,20.472,110.355,80
1021,20.467,110.36,20.462,110.355,20.472,110.365,36
1022,20.467,110.37,20.462,110.365,20.472,110.375,67
1023,20.467,110.38,20.462,110.375,20.472,110.385,47
1024,20.467,110.39,20.462,110.385,20.472,110.395,65
1025,20.467,110.4,20.462,110.395,20.472,110.405,30
1026,20.467,110.41,20.462,110.405,20.472,110.415,39
1027,20.467,110.42,20.462,110.415,20.472,110.425,85
1028,20.467,110.43,20.462,110.425,20.472,110.435,7
1029,20.467,110.44,20.462,110.435,20.472,110.445,14
1030,20.467,110.45,20.462,110.445,20.472,110.455,90
1031,20.467,110.46,20.462,110.455,20.472,110.465,69
1032,20.467,110.47,20.462,110.465,20.472,110.475,13
1033,20.467,110.48,20.462,110.475,20.472,110.485,56
1034,20.467,110.49,20.462,110.485,20.472,110.495,85
1035,20.467,110.5,20.462,110.495,20.472,110.505,22
1036,20.467,110.51,20.462,110.505,20.472,110.515,56
1037,20.467,110.52,20.462,110.515,20.472,110.525,5
1038,20.477,110.1,20.472,110.095,20.482,110.105,1
1039,20.477,110.11,20.472,110.105,20.482,110.115,11
1040,20.477,110.12,20.472,110.115,20.482,110.125,81
1041,20.477,110.13,20.472,110.125,20.482,110.135,20
1042,20.477,110.14,20.472,110.135,20.482,110.145,21
1043,20.477,110.15,20.472,110.145,20.482,110.155,84
1044,20.477,110.16,20.472,110.155,20.482,110.165,20
1045,20.477,110.17,20.472,110.165,20.482,110.175,36
1046,20.477,110.18,20.472,110.175,20.482,110.185,58
1047,20.477,110.19,20.472,110.185,20.482,110.195,26
1048,20.477,110.2,20.472,110.195,20.482,110.205,77
1049,20.477,110.21,20.472,110.205,20.482,110.215,66
1050,20.477,110.22,20.472,110.215,20.482,110.225,79
1051,20.477,110.23,20.472,110.225,20.482,110.235,56
1052,20.477,110.24,20.472,110.235,20.482,110.245,35
1053,20.477,110.25,20.472,110.245,20.482,110.255,60
1054,20.477,110.26,20.472,110.255,20.482,110.265,71
1055,20.477,110.27,20.472,110.265,20.482,110.275,22
1056,20.477,110.28,20.472,110.275,20.482,110.285,12
1057,20.477,110.29,20.472,110.285,20.482,110.295,74
1058,20.477,110.3,20.472,110.295,20.482,110.305,20
1059,20.477,110.31,20.472,110.305,20.482,110.315,82
1060,20.477,110.32,20.472,110.315,20.482,110.325,85
1061,20.477,110.33,20.472,110.325,20.482,110.335,33
1062,20.477,110.34,20.472,110.335,20.482,110.345,32
1063,20.477,110.35,20.472,110.345,20.482,110.355,71
1064,20.477,110.36,20.472,110.355,20.482,110.365,45
1065,20.477,110.37,20.472,110.365,20.482,110.375,73
1066,20.477,110.38,20.472,110.375,20.482,110.385,71
1067,20.477,110.39,20.472,110.385,20.482,110.395,70
1068,20.477,110.4,20.472,110.395,20.482,110.405,34
1069,20.477,110.41,20.472,110.405,20.482,110.415,26
1070,20.477,110.42,20.472,110.415,20.482,110.425,87
1071,20.477,110.43,20.472,110.425,20.482,110.435,26
1072,20.477,110.44,20.472,110.435,20.482,110.445,32
1073,20.477,110.45,20.472,110.445,20.482,110.455,14
1074,20.477,110.46,20.472,110.455,20.482,110.465,25
1075,20.477,110.47,20.472,110.465,20.482,110.475,38
1076,20.477,110.48,20.472,110.475,20.482,110.485,83
1077,20.477,110.49,20.472,110.485,20.482,110.495,83
1078,20.477,110.5,20.472,110.495,20.482,110.505,23
1079,20.477,110.51,20.472,110.505,20.482,110.515,34
1080,20.477,110.52,20.472,110.515,20.482,110.525,59
1081,20.477,110.53,20.472,110.525,20.482,110.535,49
1082,20.487,110.1,20.482,110.095,20.492,110.105,70
1083,20.487,110.11,20.482,110.105,20.492,110.115,5
1084,20.487,110.12,20.482,110.115,20.492,110.125,49
1085,20.487,110.13,20.482,110.125,20.492,110.135,18
1086,20.487,110.14,20.482,110.135,20.492,110.145,87
1087,20.487,110.15,20.482,110.145,20.492,110.155,31
1088,20.487,110.16,20.482,110.155,20.492,110.165,40
1089,20.487,110.17,20.482,110.165,20.492,110.175,59
1090,20.487,110.18,20.482,110.175,20.492,110.185,53
1091,20.487,110.19,20.482,110.185,20.492,110.195,54
1092,20.487,110.2,20.482,110.195,20.492,110.205,73
1093,20.487,110.21,20.482,110.205,20.492,110.215,68
1094,20.487,110.22,20.482,110.215,20.492,110.225,27
1095,20.487,110.23,20.482,110.225,20.492,110.235,15
1096,20.487,110.24,20.482,110.235,20.492,110.245,85
1097,20.487,110.25,20.482,110.245,20.492,110.255,30
1098,20.487,110.26,20.482,110.255,20.492,110.265,38
1099,20.487,110.27,20.482,110.265,20.492,110.275,77
1100,20.487,110.28,20.482,110.275,20.492,110.285,60
1101,20.487,110.29,20.482,110.285,20.492,110.295,14
1102,20.487,110.3,20.482,110.295,20.492,110.305,29
1103,20.487,110.31,20.482,110.305,20.492,110.315,23
1104,20.487,110.32,20.482,110.315,20.492,110.325,17
1105,20.487,110.33,20.482,110.325,20.492,110.335,28
1106,20.487,110.34,20.482,110.335,20.492,110.345,3
1107,20.487,110.35,20.482,110.345,20.492,110.355,0
1108,20.487,110.36,20.482,110.355,20.492,110.365,15
1109,20.487,110.37,20.482,110.365,20.492,110.375,74
1110,20.487,110.38,20.482,110.375,20.492,110.385,20
1111,20.487,110.39,20.482,110.385,20.492,110.395,86
1112,20.487,110.4,20.482,110.395,20.492,110.405,45
1113,20.487,110.41,20.482,110.405,20.492,110.415,48
1114,20.487,110.42,20.482,110.415,20.492,110.425,80
1115,20.487,110.43,20.482,110.425,20.492,110.435,13
1116,20.487,110.44,20.482,110.435,20.492,110.445,28
1117,20.487,110.45,20.482,110.445,20.492,110.455,68
1118,20.487,110.46,20.482,110.455,20.492,110.465,26
1119,20.487,110.47,20.482,110.465,20.492,110.475,46
1120,20.487,110.48,20.482,110.475,20.492,110.485,15
1121,20.487,110.49,20.482,110.485,20.492,110.495,88
1122,20.487,110.5,20.482,110.495,20.492,110.505,86
1123,20.487,110.51,20.482,110.505,20.492,110.515,68
1124,20.487,110.52,20.482,110.515,20.492,110.525,63
1125,20.497,110.1,20.492,110.095,20.502,110.105,88
1126,20.497,110.11,20.492,110.105,20.502,110.115,71
1127,20.497,110.12,20.492,110.115,20.502,110.125,79
1128,20.497,110.13,20.492,110.125,20.502,110.135,88
1129,20.497,110.14,20.492,110.135,20.502,110.145,15
1130,20.497,110.15,20.492,110.145,20.502,110.155,51
1131,20.497,110.16,20.492,110.155,20.502,110.165,34
1132,20.497,110.17,20.492,110.165,20.502,110.175,11
1133,20.497,110.18,20.492,110.175,20.502,110.185,27
1134,20.497,110.19,20.492,110.185,20.502,110.195,63
1135,20.497,110.2,20.492,110.195,20.502,110.205,61
1136,20.497,110.21,20.492,110.205,20.502,110.215,40
1137,20.497,110.22,20.492,110.215,20.502,110.225,77
1138,20.497,110.23,20.492,110.225,20.502,110.235,89
1139,20.497,110.24,20.492,110.235,20.502,110.245,53
1140,20.497,110.25,20.492,110.245,20.502,110.255,66
1141,20.497,110.26,20.492,110.255,20.502,110.265,25
1142,20.497,110.27,20.492,110.265,20.502,110.275,14
1143,20.497,110.28,20.492,110.275,20.502,110.285,35
1144,20.497,110.29,20.492,110.285,20.502,110.295,38
1145,20.497,110.3,20.492,110.295,20.502,110.305,23
1146,20.497,110.31,20.492,110.305,20.502,110.315,35
1147,20.497,110.32,20.492,110.315,20.502,110.325,31
1148,20.497,110.33,20.492,110.325,20.502,110.335,76
1149,20.497,110.34,20.492,110.335,20.502,110.345,67
1150,20.497,110.35,20.492,110.345,20.502,110.355,66
1151,20.497,110.36,20.492,110.355,20.502,110.365,42
1152,20.497,110.37,20.492,110.365,20.502,110.375,86
1153,20.497,110.38,20.492,110.375,20.502,110.385,69
1154,20.497,110.39,20.492,110.385,20.502,110.395,24
1155,20.497,110.4,20.492,110.395,20.502,110.405,43
1156,20.497,110.41,20.492,110.405,20.502,110.415,1
1157,20.497,110.42,20.492,110.415,20.502,110.425,23
1158,20.497,110.43,20.492,110.425,20.502,110.435,55
1159,20.497,110.44,20.492,110.435,20.502,110.445,66
1160,20.497,110.45,20.492,110.445,20.502,110.455,44
1161,20.497,110.46,20.492,110.455,20.502,110.465,0
1162,20.497,110.47,20.492,110.465,20.502,110.475,54
1163,20.497,110.48,20.492,110.475,20.502,110.485,1
1164,20.497,110.49,20.492,110.485,20.502,110.495,67
1165,20.497,110.5,20.492,110.495,20.502,110.505,41
1166,20.497,110.51,20.492,110.505,20.502,110.515,83
1167,20.497,110.52,20.492,110.515,20.502,110.525,3
1168,20.507,110.1,20.502,110.095,20.512,110.105,59
1169,20.507,110.11,20.502,110.105,20.512,110.115,81
1170,20.507,110.12,20.502,110.115,20.512,110.125,48
1171,20.507,110.13,20.502,110.125,20.512,110.135,5
1172,20.507,110.14,20.502,110.135,20.512,110.145,76
1173,20.507,110.15,20.502,110.145,20.512,110.155,53
1174,20.507,110.16,20.502,110.155,20.512,110.165,48
1175,20.507,110.17,20.502,110.165,20.512,110.175,82
1176,20.507,110.18,20.502,110.175,20.512,110.185,76
1177,20.507,110.19,20.502,110.185,20.512,110.195,31
1178,20.507,110.2,20.502,110.195,20.512,110.205,72
1179,20.507,110.21,20.502,110.205,20.512,110.215,44
1180,20.507,110.22,20.502,110.215,20.512,110.225,41
1181,20.507,110.23,20.502,110.225,20.512,110.235,40
1182,20.507,110.24,20.502,110.235,20.512,110.245,39
1183,20.507,110.25,20.502,110.245,20.512,110.255,69
1184,20.507,110.26,20.502,110.255,20.512,110.265,13
1185,20.507,110.27,20.502,110.265,20.512,110.275,60
1186,20.507,110.28,20.502,110.275,20.512,110.285,59
1187,20.507,110.29,20.502,110.285,20.512,110.295,0
1188,20.507,110.3,20.502,110.295,20.512,110.305,22
1189,20.507,110.31,20.502,110.305,20.512,110.315,5
1190,20.507,110.32,20.502,110.315,20.512,110.325,34
1191,20.507,110.33,20.502,110.325,20.512,110.335,13
1192,20.507,110.34,20.502,110.335,20.512,110.345,41
1193,20.507,110.35,20.502,110.345,20.512,110.355,1
1194,20.507,110.36,20.502,110.355,20.512,110.365,61
1195,20.507,110.37,20.502,110.365,20.512,110.375,71
1196,20.507,110.38,20.502,110.375,20.512,110.385,86
1197,20.507,110.39,20.502,110.385,20.512,110.395,21
1198,20.507,110.4,20.502,110.395,20.512,110.405,15
1199,20.507,110.41,20.502,110.405,20.512,110.415,80
1200,20.507,110.42,20.502,110.415,20.512,110.425,42
1201,20.507,110.43,20.502,110.425,20.512,110.435,1
1202,20.507,110.44,20.502,110.435,20.512,110.445,83
1203,20.507,110.45,20.502,110.445,20.512,110.455,14
1204,20.507,110.46,20.502,110.455,20.512,110.465,9
1205,20.507,110.47,20.502,110.465,20.512,110.475,39
1206,20.507,110.48,20.502,110.475,20.512,110.485,34
1207,20.507,110.49,20.502,110.485,20.512,110.495,73
1208,20.507,110.5,20.502,110.495,20.512,110.505,38
1209,20.507,110.51,20.502,110.505,20.512,110.515,48
1210,20.517,110.11,20.512,110.105,20.522,110.115,13
1211,20.517,110.12,20.512,110.115,20.522,110.125,62
1212,20.517,110.13,20.512,110.125,20.522,110.135,30
1213,20.517,110.14,20.512,110.135,20.522,110.145,3
1214,20.517,110.15,20.512,110.145,20.522,110.155,83
1215,20.517,110.16,20.512,110.155,20.522,110.165,31
1216,20.517,110.17,20.512,110.165,20.522,110.175,32
1217,20.517,110.18,20.512,110.175,20.522,110.185,18
1218,20.517,110.19,20.512,110.185,20.522,110.195,10
1219,20.517,110.2,20.512,110.195,20.522,110.205,28
1220,20.517,110.21,20.512,110.205,20.522,110.215,29
1221,20.517,110.22,20.512,110.215,20.522,110.225,35
1222,20.517,110.23,20.512,110.225,20.522,110.235,19
1223,20.517,110.24,20.512,110.235,20.522,110.245,50
1224,20.517,110.25,20.512,110.245,20.522,110.255,12
1225,20.517,110.26,20.512,110.255,20.522,110.265,10
1226,20.517,110.27,20.512,110.265,20.522,110.275,12
1227,20.517,110.28,20.512,110.275,20.522,110.285,71
1228,20.517,110.29,20.512,110.285,20.522,110.295,42
1229,20.517,110.3,20.512,110.295,20.522,110.305,81
1230,20.517,110.31,20.512,110.305,20.522,110.315,51
1231,20.517,110.32,20.512,110.315,20.522,110.325,5
1232,20.517,110.33,20.512,110.325,20.522,110.335,42
1233,20.517,110.34,20.512,110.335,20.522,110.345,17
1234,20.517,110.35,20.512,110.345,20.522,110.355,53
1235,20.517,110.36,20.512,110.355,20.522,110.365,51
1236,20.517,110.37,20.512,110.365,20.522,110.375,33
1237,20.517,110.38,20.512,110.375,20.522,110.385,82
1238,20.517,110.39,20.512,110.385,20.522,110.395,74
1239,20.517,110.4,20.512,110.395,20.522,110.405,74
1240,20.517,110.41,20.512,110.405,20.522,110.415,25
1241,20.517,110.42,20.512,110.415,20.522,110.425,13
1242,20.517,110.43,20.512,110.425,20.522,110.435,66
1243,20.517,110.44,20.512,110.435,20.522,110.445,6
1244,20.517,110.45,20.512,110.445,20.522,110.455,39
1245,20.517,110.46,20.512,110.455,20.522,110.465,83
1246,20.517,110.47,20.512,110.465,20.522,110.475,65
1247,20.517,110.48,20.512,110.475,20.522,110.485,37
1248,20.517,110.49,20.512,110.485,20.522,110.495,62
1249,20.517,110.5,20.512,110.495,20.522,110.505,73
1250,20.517,110.51,20.512,110.505,20.522,110.515,0
1251,20.527,110.12,20.522,110.115,20.532,110.125,13
1252,20.527,110.13,20.522,110.125,20.532,110.135,12
1253,20.527,110.14,20.522,110.135,20.532,110.145,31
1254,20.527,110.15,20.522,110.145,20.532,110.155,23
1255,20.527,110.16,20.522,110.155,20.532,110.165,5
1256,20.527,110.17,20.522,110.165,20.532,110.175,90
1257,20.527,110.18,20.522,110.175,20.532,110.185,57
1258,20.527,110.19,20.522,110.185,20.532,110.195,67
1259,20.527,110.2,20.522,110.195,20.532,110.205,42
1260,20.527,110.21,20.522,110.205,20.532,110.215,51
1261,20.527,110.22,20.522,110.215,20.532,110.225,32
1262,20.527,110.23,20.522,110.225,20.532,110.235,51
1263,20.527,110.24,20.522,110.235,20.532,110.245,84
1264,20.527,110.25,20.522,110.245,20.532,110.255,7
1265,20.527,110.26,20.522,110.255,20.532,110.265,33
1266,20.527,110.27,20.522,110.265,20.532,110.275,5
1267,20.527,110.28,20.522,110.275,20.532,110.285,27
1268,20.527,110.29,20.522,110.285,20.532,110.295,42
1269,20.527,110.3,20.522,110.295,20.532,110.305,57
1270,20.527,110.31,20.522,110.305,20.532,110.315,36
1271,20.527,110.32,20.522,110.315,20.532,110.325,33
1272,20.527,110.33,20.522,110.325,20.532,110.335,62
1273,20.527,110.34,20.522,110.335,20.532,110.345,53
1274,20.527,110.35,20.522,110.345,20.532,110.355,58
1275,20.527,110.36,20.522,110.355,20.532,110.365,63
1276,20.527,110.37,20.522,110.365,20.532,110.375,14
1277,20.527,110.38,20.522,110.375,20.532,110.385,77
1278,20.527,110.39,20.522,110.385,20.532,110.395,73
1279,20.527,110.4,20.522,110.395,20.532,110.405,61
1280,20.527,110.41,20.522,110.405,20.532,110.415,84
1281,20.527,110.42,20.522,110.415,20.532,110.425,85
1282,20.527,110.43,20.522,110.425,20.532,110.435,23
1283,20.527,110.44,20.522,110.435,20.532,110.445,32
1284,20.527,110.45,20.522,110.445,20.532,110.455,88
1285,20.527,110.46,20.522,110.455,20.532,110.465,22
1286,20.527,110.47,20.522,110.465,20.532,110.475,90
1287,20.527,110.48,20.522,110.475,20.532,110.485,60
1288,20.527,110.49,20.522,110.485,20.532,110.495,11
1289,20.527,110.5,20.522,110.495,20.532,110.505,26
1290,20.537,110.12,20.532,110.115,20.542,110.125,7
1291,20.537,110.13,20.532,110.125,20.542,110.135,41
1292,20.537,110.14,20.532,110.135,20.542,110.145,56
1293,20.537,110.15,20.532,110.145,20.542,110.155,10
1294,20.537,110.16,20.532,110.155,20.542,110.165,75
1295,20.537,110.17,20.532,110.165,20.542,110.175,67
1296,20.537,110.18,20.532,110.175,20.542,110.185,76
1297,20.537,110.19,20.532,110.185,20.542,110.195,35
1298,20.537,110.2,20.532,110.195,20.542,110.205,35
1299,20.537,110.21,20.532,110.205,20.542,110.215,43
1300,20.537,110.22,20.532,110.215,20.542,110.225,48
1301,20.537,110.23,20.532,110.225,20.542,110.235,88
1302,20.537,110.24,20.532,110.235,20.542,110.245,51
1303,20.537,110.25,20.532,110.245,20.542,110.255,6
1304,20.537,110.26,20.532,110.255,20.542,110.265,17
1305,20.537,110.27,20.532,110.265,20.542,110.275,9
1306,20.537,110.28,20.532,110.275,20.542,110.285,55
1307,20.537,110.29,20.532,110.285,20.542,110.295,33
1308,20.537,110.3,20.532,110.295,20.542,110.305,64
1309,20.537,110.31,20.532,110.305,20.542,110.315,40
1310,20.537,110.32,20.532,110.315,20.542,110.325,75
1311,20.537,110.33,20.532,110.325,20.542,110.335,81
1312,20.537,110.34,20.532,110.335,20.542,110.345,1
1313,20.537,110.35,20.532,110.345,20.542,110.355,58
1314,20.537,110.36,20.532,110.355,20.542,110.365,29
1315,20.537,110.37,20.532,110.365,20.542,110.375,86
1316,20.537,110.38,20.532,110.375,20.542,110.385,18
1317,20.537,110.39,20.532,110.385,20.542,110.395,87
1318,20.537,110.4,20.532,110.395,20.542,110.405,52
1319,20.537,110.41,20.532,110.405,20.542,110.415,43
1320,20.537,110.42,20.532,110.415,20.542,110.425,4
1321,20.537,110.43,20.532,110.425,20.542,110.435,84
1322,20.537,110.44,20.532,110.435,20.542,110.445,23
1323,20.537,110.45,20.532,110.445,20.542,110.455,82
1324,20.537,110.46,20.532,110.455,20.542,110.465,6
1325,20.537,110.47,20.532,110.465,20.542,110.475,49
1326,20.537,110.48,20.532,110.475,20.542,110.485,32
1327,20.537,110.49,20.532,110.485,20.542,110.495,24
1328,20.537,110.5,20.532,110.495,20.542,110.505,65
1329,20.547,110.13,20.542,110.125,20.552,110.135,82
1330,20.547,110.14,20.542,110.135,20.552,110.145,19
1331,20.547,110.18,20.542,110.175,20.552,110.185,36
1332,20.547,110.19,20.542,110.185,20.552,110.195,73
1333,20.547,110.2,20.542,110.195,20.552,110.205,7
1334,20.547,110.21,20.542,110.205,20.552,110.215,59
1335,20.547,110.22,20.542,110.215,20.552,110.225,26
1336,20.547,110.23,20.542,110.225,20.552,110.235,74
1337,20.547,110.24,20.542,110.235,20.552,110.245,65
1338,20.547,110.25,20.542,110.245,20.552,110.255,90
1339,20.547,110.26,20.542,110.255,20.552,110.265,67
1340,20.547,110.27,20.542,110.265,20.552,110.275,7
1341,20.547,110.28,20.542,110.275,20.552,110.285,82
1342,20.547,110.29,20.542,110.285,20.552,110.295,80
1343,20.547,110.3,20.542,110.295,20.552,110.305,49
1344,20.547,110.31,20.542,110.305,20.552,110.315,21
1345,20.547,110.32,20.542,110.315,20.552,110.325,10
1346,20.547,110.33,20.542,110.325,20.552,110.335,90
1347,20.547,110.34,20.542,110.335,20.552,110.345,38
1348,20.547,110.35,20.542,110.345,20.552,110.355,82
1349,20.547,110.36,20.542,110.355,20.552,110.365,31
1350,20.547,110.37,20.542,110.365,20.552,110.375,15
1351,20.547,110.38,20.542,110.375,20.552,110.385,64
1352,20.547,110.39,20.542,110.385,20.552,110.395,53
1353,20.547,110.4,20.542,110.395,20.552,110.405,59
1354,20.547,110.41,20.542,110.405,20.552,110.415,66
1355,20.547,110.42,20.542,110.415,20.552,110.425,29
1356,20.547,110.43,20.542,110.425,20.552,110.435,27
1357,20.547,110.44,20.542,110.435,20.552,110.445,29
1358,20.547,110.45,20.542,110.445,20.552,110.455,67
1359,20.547,110.46,20.542,110.455,20.552,110.465,65
1360,20.547,110.47,20.542,110.465,20.552,110.475,37
1361,20.547,110.48,20.542,110.475,20.552,110.485,7
1362,20.547,110.49,20.542,110.485,20.552,110.495,35
1363,20.557,110.2,20.552,110.195,20.562,110.205,49
1364,20.557,110.21,20.552,110.205,20.562,110.215,27
1365,20.557,110.22,20.552,110.215,20.562,110.225,26
1366,20.557,110.23,20.552,110.225,20.562,110.235,84
1367,20.557,110.24,20.552,110.235,20.562,110.245,67
1368,20.557,110.25,20.552,110.245,20.562,110.255,53
1369,20.557,110.26,20.552,110.255,20.562,110.265,48
1370,20.557,110.27,20.552,110.265,20.562,110.275,66
1371,20.557,110.28,20.552,110.275,20.562,110.285,41
1372,20.557,110.29,20.552,110.285,20.562,110.295,28
1373,20.557,110.3,20.552,110.295,20.562,110.305,23
1374,20.557,110.31,20.552,110.305,20.562,110.315,46
1375,20.557,110.32,20.552,110.315,20.562,110.325,21
1376,20.557,110.33,20.552,110.325,20.562,110.335,28
1377,20.557,110.34,20.552,110.335,20.562,110.345,39
1378,20.557,110.35,20.552,110.345,20.562,110.355,19
1379,20.557,110.36,20.552,110.355,20.562,110.365,25
1380,20.557,110.37,20.552,110.365,20.562,110.375,65
1381,20.557,110.38,20.552,110.375,20.562,110.385,2
1382,20.557,110.39,20.552,110.385,20.562,110.395,58
1383,20.557,110.4,20.552,110.395,20.562,110.405,16
1384,20.557,110.41,20.552,110.405,20.562,110.415,78
1385,20.557,110.42,20.552,110.415,20.562,110.425,76
1386,20.557,110.43,20.552,110.425,20.562,110.435,49
1387,20.557,110.44,20.552,110.435,20.562,110.445,60
1388,20.557,110.45,20.552,110.445,20.562,110.455,79
1389,20.557,110.46,20.552,110.455,20.562,110.465,50
1390,20.557,110.47,20.552,110.465,20.562,110.475,9
1391,20.557,110.48,20.552,110.475,20.562,110.485,17
1392,20.557,110.49,20.552,110.485,20.562,110.495,10
1393,20.567,110.21,20.562,110.205,20.572,110.215,32
1394,20.567,110.22,20.562,110.215,20.572,110.225,16
1395,20.567,110.27,20.562,110.265,20.572,110.275,59
1396,20.567,110.28,20.562,110.275,20.572,110.285,62
1397,20.567,110.29,20.562,110.285,20.572,110.295,26
1398,20.567,110.3,20.562,110.295,20.572,110.305,2
1399,20.567,110.31,20.562,110.305,20.572,110.315,3
1400,20.567,110.32,20.562,110.315,20.572,110.325,33
1401,20.567,110.33,20.562,110.325,20.572,110.335,42
1402,20.567,110.34,20.562,110.335,20.572,110.345,44
1403,20.567,110.35,20.562,110.345,20.572,110.355,55
1404,20.567,110.36,20.562,110.355,20.572,110.365,21
1405,20.567,110.37,20.562,110.365,20.572,110.375,10
1406,20.567,110.38,20.562,110.375,20.572,110.385,26
1407,20.567,110.39,20.562,110.385,20.572,110.395,52
1408,20.567,110.4,20.562,110.395,20.572,110.405,30
1409,20.567,110.41,20.562,110.405,20.572,110.415,45
1410,20.567,110.42,20.562,110.415,20.572,110.425,45
1411,20.567,110.43,20.562,110.425,20.572,110.435,29
1412,20.567,110.44,20.562,110.435,20.572,110.445,73
1413,20.567,110.46,20.562,110.455,20.572,110.465,18
1414,20.567,110.47,20.562,110.465,20.572,110.475,76
1415,20.567,110.48,20.562,110.475,20.572,110.485,63
1416,20.577,110.27,20.572,110.265,20.582,110.275,75
1417,20.577,110.28,20.572,110.275,20.582,110.285,2
1418,20.577,110.29,20.572,110.285,20.582,110.295,63
1419,20.577,110.3,20.572,110.295,20.582,110.305,69
1420,20.577,110.31,20.572,110.305,20.582,110.315,81
1421,20.577,110.32,20.572,110.315,20.582,110.325,51
1422,20.577,110.33,20.572,110.325,20.582,110.335,33
1423,20.577,110.34,20.572,110.335,20.582,110.345,45
1424,20.577,110.35,20.572,110.345,20.582,110.355,1
1425,20.577,110.36,20.572,110.355,20.582,110.365,37
1426,20.577,110.37,20.572,110.365,20.582,110.375,32
1427,20.577,110.38,20.572,110.375,20.582,110.385,14
1428,20.577,110.39,20.572,110.385,20.582,110.395,90
1429,20.577,110.4,20.572,110.395,20.582,110.405,32
1430,20.577,110.41,20.572,110.405,20.582,110.415,0
1431,20.577,110.42,20.572,110.415,20.582,110.425,79
1432,20.577,110.43,20.572,110.425,20.582,110.435,78
1433,20.577,110.45,20.572,110.445,20.582,110.455,28
1434,20.577,110.47,20.572,110.465,20.582,110.475,13
1435,20.587,110.28,20.582,110.275,20.592,110.285,15
1436,20.587,110.29,20.582,110.285,20.592,110.295,82
1437,20.587,110.3,20.582,110.295,20.592,110.305,48
1438,20.587,110.31,20.582,110.305,20.592,110.315,80
1439,20.587,110.32,20.582,110.315,20.592,110.325,25
1440,20.587,110.33,20.582,110.325,20.592,110.335,43
1441,20.587,110.34,20.582,110.335,20.592,110.345,57
1442,20.587,110.35,20.582,110.345,20.592,110.355,76
1443,20.587,110.36,20.582,110.355,20.592,110.365,29
1444,20.587,110.37,20.582,110.365,20.592,110.375,10
1445,20.587,110.38,20.582,110.375,20.592,110.385,24
1446,20.587,110.39,20.582,110.385,20.592,110.395,48
1447,20.587,110.4,20.582,110.395,20.592,110.405,70
1448,20.587,110.41,20.582,110.405,20.592,110.415,37
1449,20.587,110.45,20.582,110.445,20.592,110.455,37
1450,20.587,110.46,20.582,110.455,20.592,110.465,48
1451,20.587,110.47,20.582,110.465,20.592,110.475,54
1452,20.587,110.48,20.582,110.475,20.592,110.485,71
1453,20.597,110.28,20.592,110.275,20.602,110.285,27
1454,20.597,110.29,20.592,110.285,20.602,110.295,85
1455,20.597,110.3,20.592,110.295,20.602,110.305,1
1456,20.597,110.31,20.592,110.305,20.602,110.315,83
1457,20.597,110.32,20.592,110.315,20.602,110.325,35
1458,20.597,110.33,20.592,110.325,20.602,110.335,14
1459,20.597,110.34,20.592,110.335,20.602,110.345,0
1460,20.597,110.35,20.592,110.345,20.602,110.355,89
1461,20.597,110.36,20.592,110.355,20.602,110.365,24
1462,20.597,110.37,20.592,110.365,20.602,110.375,6
1463,20.597,110.38,20.592,110.375,20.602,110.385,79
1464,20.597,110.39,20.592,110.385,20.602,110.395,41
1465,20.597,110.4,20.592,110.395,20.602,110.405,9
1466,20.597,110.42,20.592,110.415,20.602,110.425,17
1467,20.597,110.44,20.592,110.435,20.602,110.445,41
1468,20.597,110.45,20.592,110.445,20.602,110.455,44
1469,20.597,110.46,20.592,110.455,20.602,110.465,82
1470,20.597,110.47,20.592,110.465,20.602,110.475,65
1471,20.597,110.48,20.592,110.475,20.602,110.485,71
1472,20.607,110.3,20.602,110.295,20.612,110.305,6
1473,20.607,110.31,20.602,110.305,20.612,110.315,9
1474,20.607,110.32,20.602,110.315,20.612,110.325,81
1475,20.607,110.33,20.602,110.325,20.612,110.335,7
1476,20.607,110.34,20.602,110.335,20.612,110.345,24
1477,20.607,110.35,20.602,110.345,20.612,110.355,29
