FID,Lat,Lon,lat1,lon1,lat2,lon2,output
998,20.467,110.12,20.462,110.115,20.472,110.125,83
999,20.467,110.13,20.462,110.125,20.472,110.135,68
1000,20.467,110.14,20.462,110.135,20.472,110.145,47
1001,20.467,110.15,20.462,110.145,20.472,110.155,81
1002,20.467,110.16,20.462,110.155,20.472,110.165,69
1003,20.467,110.17,20.462,110.165,20.472,110.175,26
1004,20.467,110.18,20.462,110.175,20.472,110.185,41
1005,20.467,110.19,20.462,110.185,20.472,110.195,70
1006,20.467,110.2,20.462,110.195,20.472,110.205,37
1007,20.467,110.21,20.462,110.205,20.472,110.215,72
1008,20.467,110.22,20.462,110.215,20.472,110.225,26
1009,20.467,110.23,20.462,110.225,20.472,110.235,57
1010,20.467,110.24,20.462,110.235,20.472,110.245,16
1011,20.467,110.25,20.462,110.245,20.472,110.255,32
1012,20.467,110.26,20.462,110.255,20.472,110.265,4
1013,20.467,110.27,20.462,110.265,20.472,110.275,57
1014,20.467,110.28,20.462,110.275,20.472,110.285,39
1015,20.467,110.29,20.462,110.285,20.472,110.295,26
1016,20.467,110.3,20.462,110.295,20.472,110.305,38
1017,20.467,110.31,20.462,110.305,20.472,110.315,78
1018,20.467,110.32,20.462,110.315,20.472,110.325,29
1019,20.467,110.33,20.462,110.325,20.472,110.335,67
1020,20.467,110.34,20.462,110.335,20.472,110.345,37
1021,20.467,110.35,20.462,110.345,20.472,110.355,79
1022,20.467,110.36,20.462,110.355,20.472,110.365,61
1023,20.467,110.37,20.462,110.365,20.472,110.375,46
1024,20.467,110.38,20.462,110.375,20.472,110.385,64
1025,20.467,110.39,20.462,110.385,20.472,110.395,20
1026,20.467,110.4,20.462,110.395,20.472,110.405,8
1027,20.467,110.41,20.462,110.405,20.472,110.415,32
1028,20.467,110.42,20.462,110.415,20.472,110.425,6
1029,20.467,110.43,20.462,110.425,20.472,110.435,13
1030,20.467,110.44,20.462,110.435,20.472,110.445,28
1031,20.467,110.45,20.462,110.445,20.472,110.455,11
1032,20.467,110.46,20.462,110.455,20.472,110.465,15
1033,20.467,110.47,20.462,110.465,20.472,110.475,67
1034,20.467,110.48,20.462,110.475,20.472,110.485,4
1035,20.467,110.49,20.462,110.485,20.472,110.495,37
1036,20.467,110.5,20.462,110.495,20.472,110.505,30
1037,20.467,110.51,20.462,110.505,20.472,110.515,34
1038,20.467,110.52,20.462,110.515,20.472,110.525,90
1039,20.477,110.1,20.472,110.095,20.482,110.105,53
1040,20.477,110.11,20.472,110.105,20.482,110.115,81
1041,20.477,110.12,20.472,110.115,20.482,110.125,67
1042,20.477,110.13,20.472,110.125,20.482,110.135,67
1043,20.477,110.14,20.472,110.135,20.482,110.145,46
1044,20.477,110.15,20.472,110.145,20.482,110.155,7
1045,20.477,110.16,20.472,110.155,20.482,110.165,73
1046,20.477,110.17,20.472,110.165,20.482,110.175,76
1047,20.477,110.18,20.472,110.175,20.482,110.185,12
1048,20.477,110.19,20.472,110.185,20.482,110.195,84
1049,20.477,110.2,20.472,110.195,20.482,110.205,63
1050,20.477,110.21,20.472,110.205,20.482,110.215,13
1051,20.477,110.22,20.472,110.215,20.482,110.225,12
1052,20.477,110.23,20.472,110.225,20.482,110.235,66
1053,20.477,110.24,20.472,110.235,20.482,110.245,86
1054,20.477,110.25,20.472,110.245,20.482,110.255,33
1055,20.477,110.26,20.472,110.255,20.482,110.265,43
1056,20.477,110.27,20.472,110.265,20.482,110.275,62
1057,20.477,110.28,20.472,110.275,20.482,110.285,18
1058,20.477,110.29,20.472,110.285,20.482,110.295,82
1059,20.477,110.3,20.472,110.295,20.482,110.305,69
1060,20.477,110.31,20.472,110.305,20.482,110.315,42
1061,20.477,110.32,20.472,110.315,20.482,110.325,73
1062,20.477,110.33,20.472,110.325,20.482,110.335,34
1063,20.477,110.34,20.472,110.335,20.482,110.345,16
1064,20.477,110.35,20.472,110.345,20.482,110.355,76
1065,20.477,110.36,20.472,110.355,20.482,110.365,53
1066,20.477,110.37,20.472,110.365,20.482,110.375,7
1067,20.477,110.38,20.472,110.375,20.482,110.385,14
1068,20.477,110.39,20.472,110.385,20.482,110.395,76
1069,20.477,110.4,20.472,110.395,20.482,110.405,40
1070,20.477,110.41,20.472,110.405,20.482,110.415,56
1071,20.477,110.42,20.472,110.415,20.482,110.425,28
1072,20.477,110.43,20.472,110.425,20.482,110.435,86
1073,20.477,110.44,20.472,110.435,20.482,110.445,53
1074,20.477,110.45,20.472,110.445,20.482,110.455,66
1075,20.477,110.46,20.472,110.455,20.482,110.465,50
1076,20.477,110.47,20.472,110.465,20.482,110.475,8
1077,20.477,110.48,20.472,110.475,20.482,110.485,1
1078,20.477,110.49,20.472,110.485,20.482,110.495,80
1079,20.477,110.5,20.472,110.495,20.482,110.505,44
1080,20.477,110.51,20.472,110.505,20.482,110.515,78
1081,20.477,110.52,20.472,110.515,20.482,110.525,75
1082,20.477,110.53,20.472,110.525,20.482,110.535,47
1083,20.487,110.1,20.482,110.095,20.492,110.105,42
1084,20.487,110.11,20.482,110.105,20.492,110.115,45
1085,20.487,110.12,20.482,110.115,20.492,110.125,72
1086,20.487,110.13,20.482,110.125,20.492,110.135,8
1087,20.487,110.14,20.482,110.135,20.492,110.145,44
1088,20.487,110.15,20.482,110.145,20.492,110.155,75
1089,20.487,110.16,20.482,110.155,20.492,110.165,31
1090,20.487,110.17,20.482,110.165,20.492,110.175,47
1091,20.487,110.18,20.482,110.175,20.492,110.185,84
1092,20.487,110.19,20.482,110.185,20.492,110.195,40
1093,20.487,110.2,20.482,110.195,20.492,110.205,37
1094,20.487,110.21,20.482,110.205,20.492,110.215,40
1095,20.487,110.22,20.482,110.215,20.492,110.225,11
1096,20.487,110.23,20.482,110.225,20.492,110.235,74
1097,20.487,110.24,20.482,110.235,20.492,110.245,68
1098,20.487,110.25,20.482,110.245,20.492,110.255,35
1099,20.487,110.26,20.482,110.255,20.492,110.265,21
1100,20.487,110.27,20.482,110.265,20.492,110.275,61
1101,20.487,110.28,20.482,110.275,20.492,110.285,55
1102,20.487,110.29,20.482,110.285,20.492,110.295,93
1103,20.487,110.3,20.482,110.295,20.492,110.305,79
1104,20.487,110.31,20.482,110.305,20.492,110.315,18
1105,20.487,110.32,20.482,110.315,20.492,110.325,87
1106,20.487,110.33,20.482,110.325,20.492,110.335,36
1107,20.487,110.34,20.482,110.335,20.492,110.345,87
1108,20.487,110.35,20.482,110.345,20.492,110.355,43
1109,20.487,110.36,20.482,110.355,20.492,110.365,64
1110,20.487,110.37,20.482,110.365,20.492,110.375,9
1111,20.487,110.38,20.482,110.375,20.492,110.385,32
1112,20.487,110.39,20.482,110.385,20.492,110.395,63
1113,20.487,110.4,20.482,110.395,20.492,110.405,47
1114,20.487,110.41,20.482,110.405,20.492,110.415,30
1115,20.487,110.42,20.482,110.415,20.492,110.425,63
1116,20.487,110.43,20.482,110.425,20.492,110.435,13
1117,20.487,110.44,20.482,110.435,20.492,110.445,64
1118,20.487,110.45,20.482,110.445,20.492,110.455,18
1119,20.487,110.46,20.482,110.455,20.492,110.465,66
1120,20.487,110.47,20.482,110.465,20.492,110.475,19
1121,20.487,110.48,20.482,110.475,20.492,110.485,50
1122,20.487,110.49,20.482,110.485,20.492,110.495,39
1123,20.487,110.5,20.482,110.495,20.492,110.505,89
1124,20.487,110.51,20.482,110.505,20.492,110.515,39
1125,20.487,110.52,20.482,110.515,20.492,110.525,57
1126,20.497,110.1,20.492,110.095,20.502,110.105,54
1127,20.497,110.11,20.492,110.105,20.502,110.115,9
1128,20.497,110.12,20.492,110.115,20.502,110.125,47
1129,20.497,110.13,20.492,110.125,20.502,110.135,46
1130,20.497,110.14,20.492,110.135,20.502,110.145,76
1131,20.497,110.15,20.492,110.145,20.502,110.155,6
1132,20.497,110.16,20.492,110.155,20.502,110.165,33
1133,20.497,110.17,20.492,110.165,20.502,110.175,55
1134,20.497,110.18,20.492,110.175,20.502,110.185,52
1135,20.497,110.19,20.492,110.185,20.502,110.195,30
1136,20.497,110.2,20.492,110.195,20.502,110.205,84
1137,20.497,110.21,20.492,110.205,20.502,110.215,65
1138,20.497,110.22,20.492,110.215,20.502,110.225,30
1139,20.497,110.23,20.492,110.225,20.502,110.235,31
1140,20.497,110.24,20.492,110.235,20.502,110.245,2
1141,20.497,110.25,20.492,110.245,20.502,110.255,7
1142,20.497,110.26,20.492,110.255,20.502,110.265,88
1143,20.497,110.27,20.492,110.265,20.502,110.275,21
1144,20.497,110.28,20.492,110.275,20.502,110.285,16
1145,20.497,110.29,20.492,110.285,20.502,110.295,18
1146,20.497,110.3,20.492,110.295,20.502,110.305,70
1147,20.497,110.31,20.492,110.305,20.502,110.315,32
1148,20.497,110.32,20.492,110.315,20.502,110.325,1
1149,20.497,110.33,20.492,110.325,20.502,110.335,83
1150,20.497,110.34,20.492,110.335,20.502,110.345,38
1151,20.497,110.35,20.492,110.345,20.502,110.355,6
1152,20.497,110.36,20.492,110.355,20.502,110.365,16
1153,20.497,110.37,20.492,110.365,20.502,110.375,19
1154,20.497,110.38,20.492,110.375,20.502,110.385,88
1155,20.497,110.39,20.492,110.385,20.502,110.395,52
1156,20.497,110.4,20.492,110.395,20.502,110.405,79
1157,20.497,110.41,20.492,110.405,20.502,110.415,6
1158,20.497,110.42,20.492,110.415,20.502,110.425,2
1159,20.497,110.43,20.492,110.425,20.502,110.435,92
1160,20.497,110.44,20.492,110.435,20.502,110.445,37
1161,20.497,110.45,20.492,110.445,20.502,110.455,51
1162,20.497,110.46,20.492,110.455,20.502,110.465,49
1163,20.497,110.47,20.492,110.465,20.502,110.475,61
1164,20.497,110.48,20.492,110.475,20.502,110.485,0
1165,20.497,110.49,20.492,110.485,20.502,110.495,0
1166,20.497,110.5,20.492,110.495,20.502,110.505,53
1167,20.497,110.51,20.492,110.505,20.502,110.515,27
1168,20.497,110.52,20.492,110.515,20.502,110.525,70
1169,20.507,110.1,20.502,110.095,20.512,110.105,0
1170,20.507,110.11,20.502,110.105,20.512,110.115,25
1171,20.507,110.12,20.502,110.115,20.512,110.125,61
1172,20.507,110.13,20.502,110.125,20.512,110.135,64
1173,20.507,110.14,20.502,110.135,20.512,110.145,43
1174,20.507,110.15,20.502,110.145,20.512,110.155,47
1175,20.507,110.16,20.502,110.155,20.512,110.165,40
1176,20.507,110.17,20.502,110.165,20.512,110.175,91
1177,20.507,110.18,20.502,110.175,20.512,110.185,20
1178,20.507,110.19,20.502,110.185,20.512,110.195,10
1179,20.507,110.2,20.502,110.195,20.512,110.205,52
1180,20.507,110.21,20.502,110.205,20.512,110.215,70
1181,20.507,110.22,20.502,110.215,20.512,110.225,56
1182,20.507,110.23,20.502,110.225,20.512,110.235,29
1183,20.507,110.24,20.502,110.235,20.512,110.245,0
1184,20.507,110.25,20.502,110.245,20.512,110.255,34
1185,20.507,110.26,20.502,110.255,20.512,110.265,5
1186,20.507,110.27,20.502,110.265,20.512,110.275,36
1187,20.507,110.28,20.502,110.275,20.512,110.285,31
1188,20.507,110.29,20.502,110.285,20.512,110.295,15
1189,20.507,110.3,20.502,110.295,20.512,110.305,79
1190,20.507,110.31,20.502,110.305,20.512,110.315,58
1191,20.507,110.32,20.502,110.315,20.512,110.325,1
1192,20.507,110.33,20.502,110.325,20.512,110.335,25
1193,20.507,110.34,20.502,110.335,20.512,110.345,0
1194,20.507,110.35,20.502,110.345,20.512,110.355,70
1195,20.507,110.36,20.502,110.355,20.512,110.365,87
1196,20.507,110.37,20.502,110.365,20.512,110.375,51
1197,20.507,110.38,20.502,110.375,20.512,110.385,86
1198,20.507,110.39,20.502,110.385,20.512,110.395,32
1199,20.507,110.4,20.502,110.395,20.512,110.405,8
1200,20.507,110.41,20.502,110.405,20.512,110.415,52
1201,20.507,110.42,20.502,110.415,20.512,110.425,38
1202,20.507,110.43,20.502,110.425,20.512,110.435,32
1203,20.507,110.44,20.502,110.435,20.512,110.445,75
1204,20.507,110.45,20.502,110.445,20.512,110.455,60
1205,20.507,110.46,20.502,110.455,20.512,110.465,84
1206,20.507,110.47,20.502,110.465,20.512,110.475,67
1207,20.507,110.48,20.502,110.475,20.512,110.485,84
1208,20.507,110.49,20.502,110.485,20.512,110.495,65
1209,20.507,110.5,20.502,110.495,20.512,110.505,26
1210,20.507,110.51,20.502,110.505,20.512,110.515,52
1211,20.517,110.11,20.512,110.105,20.522,110.115,46
1212,20.517,110.12,20.512,110.115,20.522,110.125,80
1213,20.517,110.13,20.512,110.125,20.522,110.135,83
1214,20.517,110.14,20.512,110.135,20.522,110.145,3
1215,20.517,110.15,20.512,110.145,20.522,110.155,82
1216,20.517,110.16,20.512,110.155,20.522,110.165,13
1217,20.517,110.17,20.512,110.165,20.522,110.175,77
1218,20.517,110.18,20.512,110.175,20.522,110.185,85
1219,20.517,110.19,20.512,110.185,20.522,110.195,19
1220,20.517,110.2,20.512,110.195,20.522,110.205,33
1221,20.517,110.21,20.512,110.205,20.522,110.215,91
1222,20.517,110.22,20.512,110.215,20.522,110.225,2
1223,20.517,110.23,20.512,110.225,20.522,110.235,42
1224,20.517,110.24,20.512,110.235,20.522,110.245,63
1225,20.517,110.25,20.512,110.245,20.522,110.255,34
1226,20.517,110.26,20.512,110.255,20.522,110.265,41
1227,20.517,110.27,20.512,110.265,20.522,110.275,76
1228,20.517,110.28,20.512,110.275,20.522,110.285,45
1229,20.517,110.29,20.512,110.285,20.522,110.295,29
1230,20.517,110.3,20.512,110.295,20.522,110.305,86
1231,20.517,110.31,20.512,110.305,20.522,110.315,4
1232,20.517,110.32,20.512,110.315,20.522,110.325,95
1233,20.517,110.33,20.512,110.325,20.522,110.335,70
1234,20.517,110.34,20.512,110.335,20.522,110.345,20
1235,20.517,110.35,20.512,110.345,20.522,110.355,86
1236,20.517,110.36,20.512,110.355,20.522,110.365,75
1237,20.517,110.37,20.512,110.365,20.522,110.375,88
1238,20.517,110.38,20.512,110.375,20.522,110.385,9
1239,20.517,110.39,20.512,110.385,20.522,110.395,3
1240,20.517,110.4,20.512,110.395,20.522,110.405,47
1241,20.517,110.41,20.512,110.405,20.522,110.415,51
1242,20.517,110.42,20.512,110.415,20.522,110.425,11
1243,20.517,110.43,20.512,110.425,20.522,110.435,86
1244,20.517,110.44,20.512,110.435,20.522,110.445,75
1245,20.517,110.45,20.512,110.445,20.522,110.455,88
1246,20.517,110.46,20.512,110.455,20.522,110.465,49
1247,20.517,110.47,20.512,110.465,20.522,110.475,10
1248,20.517,110.48,20.512,110.475,20.522,110.485,63
1249,20.517,110.49,20.512,110.485,20.522,110.495,7
1250,20.517,110.5,20.512,110.495,20.522,110.505,7
1251,20.517,110.51,20.512,110.505,20.522,110.515,61
1252,20.527,110.12,20.522,110.115,20.532,110.125,80
1253,20.527,110.13,20.522,110.125,20.532,110.135,30
1254,20.527,110.14,20.522,110.135,20.532,110.145,73
1255,20.527,110.15,20.522,110.145,20.532,110.155,44
1256,20.527,110.16,20.522,110.155,20.532,110.165,2
1257,20.527,110.17,20.522,110.165,20.532,110.175,23
1258,20.527,110.18,20.522,110.175,20.532,110.185,74
1259,20.527,110.19,20.522,110.185,20.532,110.195,48
1260,20.527,110.2,20.522,110.195,20.532,110.205,12
1261,20.527,110.21,20.522,110.205,20.532,110.215,0
1262,20.527,110.22,20.522,110.215,20.532,110.225,19
1263,20.527,110.23,20.522,110.225,20.532,110.235,27
1264,20.527,110.24,20.522,110.235,20.532,110.245,55
1265,20.527,110.25,20.522,110.245,20.532,110.255,90
1266,20.527,110.26,20.522,110.255,20.532,110.265,57
1267,20.527,110.27,20.522,110.265,20.532,110.275,74
1268,20.527,110.28,20.522,110.275,20.532,110.285,63
1269,20.527,110.29,20.522,110.285,20.532,110.295,6
1270,20.527,110.3,20.522,110.295,20.532,110.305,15
1271,20.527,110.31,20.522,110.305,20.532,110.315,93
1272,20.527,110.32,20.522,110.315,20.532,110.325,81
1273,20.527,110.33,20.522,110.325,20.532,110.335,62
1274,20.527,110.34,20.522,110.335,20.532,110.345,41
1275,20.527,110.35,20.522,110.345,20.532,110.355,81
1276,20.527,110.36,20.522,110.355,20.532,110.365,3
1277,20.527,110.37,20.522,110.365,20.532,110.375,20
1278,20.527,110.38,20.522,110.375,20.532,110.385,11
1279,20.527,110.39,20.522,110.385,20.532,110.395,33
1280,20.527,110.4,20.522,110.395,20.532,110.405,1
1281,20.527,110.41,20.522,110.405,20.532,110.415,34
1282,20.527,110.42,20.522,110.415,20.532,110.425,23
1283,20.527,110.43,20.522,110.425,20.532,110.435,12
1284,20.527,110.44,20.522,110.435,20.532,110.445,85
1285,20.527,110.45,20.522,110.445,20.532,110.455,32
1286,20.527,110.46,20.522,110.455,20.532,110.465,9
1287,20.527,110.47,20.522,110.465,20.532,110.475,94
1288,20.527,110.48,20.522,110.475,20.532,110.485,15
1289,20.527,110.49,20.522,110.485,20.532,110.495,79
1290,20.527,110.5,20.522,110.495,20.532,110.505,4
1291,20.537,110.12,20.532,110.115,20.542,110.125,72
1292,20.537,110.13,20.532,110.125,20.542,110.135,5
1293,20.537,110.14,20.532,110.135,20.542,110.145,73
1294,20.537,110.15,20.532,110.145,20.542,110.155,17
1295,20.537,110.16,20.532,110.155,20.542,110.165,22
1296,20.537,110.17,20.532,110.165,20.542,110.175,90
1297,20.537,110.18,20.532,110.175,20.542,110.185,53
1298,20.537,110.19,20.532,110.185,20.542,110.195,20
1299,20.537,110.2,20.532,110.195,20.542,110.205,6
1300,20.537,110.21,20.532,110.205,20.542,110.215,87
1301,20.537,110.22,20.532,110.215,20.542,110.225,12
1302,20.537,110.23,20.532,110.225,20.542,110.235,39
1303,20.537,110.24,20.532,110.235,20.542,110.245,86
1304,20.537,110.25,20.532,110.245,20.542,110.255,63
1305,20.537,110.26,20.532,110.255,20.542,110.265,78
1306,20.537,110.27,20.532,110.265,20.542,110.275,15
1307,20.537,110.28,20.532,110.275,20.542,110.285,31
1308,20.537,110.29,20.532,110.285,20.542,110.295,40
1309,20.537,110.3,20.532,110.295,20.542,110.305,12
1310,20.537,110.31,20.532,110.305,20.542,110.315,74
1311,20.537,110.32,20.532,110.315,20.542,110.325,34
1312,20.537,110.33,20.532,110.325,20.542,110.335,44
1313,20.537,110.34,20.532,110.335,20.542,110.345,80
1314,20.537,110.35,20.532,110.345,20.542,110.355,4
1315,20.537,110.36,20.532,110.355,20.542,110.365,43
1316,20.537,110.37,20.532,110.365,20.542,110.375,80
1317,20.537,110.38,20.532,110.375,20.542,110.385,51
1318,20.537,110.39,20.532,110.385,20.542,110.395,51
1319,20.537,110.4,20.532,110.395,20.542,110.405,78
1320,20.537,110.41,20.532,110.405,20.542,110.415,49
1321,20.537,110.42,20.532,110.415,20.542,110.425,40
1322,20.537,110.43,20.532,110.425,20.542,110.435,43
1323,20.537,110.44,20.532,110.435,20.542,110.445,85
1324,20.537,110.45,20.532,110.445,20.542,110.455,4
1325,20.537,110.46,20.532,110.455,20.542,110.465,33
1326,20.537,110.47,20.532,110.465,20.542,110.475,1
1327,20.537,110.48,20.532,110.475,20.542,110.485,5
1328,20.537,110.49,20.532,110.485,20.542,110.495,25
1329,20.537,110.5,20.532,110.495,20.542,110.505,76
1330,20.547,110.13,20.542,110.125,20.552,110.135,6
1331,20.547,110.14,20.542,110.135,20.552,110.145,34
1332,20.547,110.18,20.542,110.175,20.552,110.185,25
1333,20.547,110.19,20.542,110.185,20.552,110.195,26
1334,20.547,110.2,20.542,110.195,20.552,110.205,11
1335,20.547,110.21,20.542,110.205,20.552,110.215,83
1336,20.547,110.22,20.542,110.215,20.552,110.225,56
1337,20.547,110.23,20.542,110.225,20.552,110.235,70
1338,20.547,110.24,20.542,110.235,20.552,110.245,72
1339,20.547,110.25,20.542,110.245,20.552,110.255,24
1340,20.547,110.26,20.542,110.255,20.552,110.265,45
1341,20.547,110.27,20.542,110.265,20.552,110.275,90
1342,20.547,110.28,20.542,110.275,20.552,110.285,88
1343,20.547,110.29,20.542,110.285,20.552,110.295,0
1344,20.547,110.3,20.542,110.295,20.552,110.305,52
1345,20.547,110.31,20.542,110.305,20.552,110.315,26
1346,20.547,110.32,20.542,110.315,20.552,110.325,95
1347,20.547,110.33,20.542,110.325,20.552,110.335,47
1348,20.547,110.34,20.542,110.335,20.552,110.345,41
1349,20.547,110.35,20.542,110.345,20.552,110.355,39
1350,20.547,110.36,20.542,110.355,20.552,110.365,67
1351,20.547,110.37,20.542,110.365,20.552,110.375,50
1352,20.547,110.38,20.542,110.375,20.552,110.385,3
1353,20.547,110.39,20.542,110.385,20.552,110.395,4
1354,20.547,110.4,20.542,110.395,20.552,110.405,6
1355,20.547,110.41,20.542,110.405,20.552,110.415,84
1356,20.547,110.42,20.542,110.415,20.552,110.425,73
1357,20.547,110.43,20.542,110.425,20.552,110.435,45
1358,20.547,110.44,20.542,110.435,20.552,110.445,12
1359,20.547,110.45,20.542,110.445,20.552,110.455,80
1360,20.547,110.46,20.542,110.455,20.552,110.465,27
1361,20.547,110.47,20.542,110.465,20.552,110.475,24
1362,20.547,110.48,20.542,110.475,20.552,110.485,92
1363,20.547,110.49,20.542,110.485,20.552,110.495,1
1364,20.557,110.2,20.552,110.195,20.562,110.205,1
1365,20.557,110.21,20.552,110.205,20.562,110.215,80
1366,20.557,110.22,20.552,110.215,20.562,110.225,13
1367,20.557,110.23,20.552,110.225,20.562,110.235,37
1368,20.557,110.24,20.552,110.235,20.562,110.245,37
1369,20.557,110.25,20.552,110.245,20.562,110.255,39
1370,20.557,110.26,20.552,110.255,20.562,110.265,35
1371,20.557,110.27,20.552,110.265,20.562,110.275,17
1372,20.557,110.28,20.552,110.275,20.562,110.285,14
1373,20.557,110.29,20.552,110.285,20.562,110.295,81
1374,20.557,110.3,20.552,110.295,20.562,110.305,91
1375,20.557,110.31,20.552,110.305,20.562,110.315,60
1376,20.557,110.32,20.552,110.315,20.562,110.325,81
1377,20.557,110.33,20.552,110.325,20.562,110.335,62
1378,20.557,110.34,20.552,110.335,20.562,110.345,91
1379,20.557,110.35,20.552,110.345,20.562,110.355,12
1380,20.557,110.36,20.552,110.355,20.562,110.365,42
1381,20.557,110.37,20.552,110.365,20.562,110.375,45
1382,20.557,110.38,20.552,110.375,20.562,110.385,57
1383,20.557,110.39,20.552,110.385,20.562,110.395,15
1384,20.557,110.4,20.552,110.395,20.562,110.405,67
1385,20.557,110.41,20.552,110.405,20.562,110.415,92
1386,20.557,110.42,20.552,110.415,20.562,110.425,27
1387,20.557,110.43,20.552,110.425,20.562,110.435,19
1388,20.557,110.44,20.552,110.435,20.562,110.445,85
1389,20.557,110.45,20.552,110.445,20.562,110.455,42
1390,20.557,110.46,20.552,110.455,20.562,110.465,75
1391,20.557,110.47,20.552,110.465,20.562,110.475,66
1392,20.557,110.48,20.552,110.475,20.562,110.485,2
1393,20.557,110.49,20.552,110.485,20.562,110.495,41
1394,20.567,110.21,20.562,110.205,20.572,110.215,37
1395,20.567,110.22,20.562,110.215,20.572,110.225,3
1396,20.567,110.27,20.562,110.265,20.572,110.275,77
1397,20.567,110.28,20.562,110.275,20.572,110.285,25
1398,20.567,110.29,20.562,110.285,20.572,110.295,1
1399,20.567,110.3,20.562,110.295,20.572,110.305,84
1400,20.567,110.31,20.562,110.305,20.572,110.315,84
1401,20.567,110.32,20.562,110.315,20.572,110.325,3
1402,20.567,110.33,20.562,110.325,20.572,110.335,62
1403,20.567,110.34,20.562,110.335,20.572,110.345,42
1404,20.567,110.35,20.562,110.345,20.572,110.355,56
1405,20.567,110.36,20.562,110.355,20.572,110.365,84
1406,20.567,110.37,20.562,110.365,20.572,110.375,65
1407,20.567,110.38,20.562,110.375,20.572,110.385,66
1408,20.567,110.39,20.562,110.385,20.572,110.395,90
1409,20.567,110.4,20.562,110.395,20.572,110.405,80
1410,20.567,110.41,20.562,110.405,20.572,110.415,25
1411,20.567,110.42,20.562,110.415,20.572,110.425,21
1412,20.567,110.43,20.562,110.425,20.572,110.435,12
1413,20.567,110.44,20.562,110.435,20.572,110.445,82
1414,20.567,110.46,20.562,110.455,20.572,110.465,16
1415,20.567,110.47,20.562,110.465,20.572,110.475,65
1416,20.567,110.48,20.562,110.475,20.572,110.485,95
1417,20.577,110.27,20.572,110.265,20.582,110.275,35
1418,20.577,110.28,20.572,110.275,20.582,110.285,14
1419,20.577,110.29,20.572,110.285,20.582,110.295,60
1420,20.577,110.3,20.572,110.295,20.582,110.305,24
1421,20.577,110.31,20.572,110.305,20.582,110.315,65
1422,20.577,110.32,20.572,110.315,20.582,110.325,36
1423,20.577,110.33,20.572,110.325,20.582,110.335,81
1424,20.577,110.34,20.572,110.335,20.582,110.345,29
1425,20.577,110.35,20.572,110.345,20.582,110.355,2
1426,20.577,110.36,20.572,110.355,20.582,110.365,69
1427,20.577,110.37,20.572,110.365,20.582,110.375,25
1428,20.577,110.38,20.572,110.375,20.582,110.385,2
1429,20.577,110.39,20.572,110.385,20.582,110.395,81
1430,20.577,110.4,20.572,110.395,20.582,110.405,23
1431,20.577,110.41,20.572,110.405,20.582,110.415,40
1432,20.577,110.42,20.572,110.415,20.582,110.425,40
1433,20.577,110.43,20.572,110.425,20.582,110.435,48
1434,20.577,110.45,20.572,110.445,20.582,110.455,87
1435,20.577,110.47,20.572,110.465,20.582,110.475,17
1436,20.587,110.28,20.582,110.275,20.592,110.285,95
1437,20.587,110.29,20.582,110.285,20.592,110.295,67
1438,20.587,110.3,20.582,110.295,20.592,110.305,43
1439,20.587,110.31,20.582,110.305,20.592,110.315,6
1440,20.587,110.32,20.582,110.315,20.592,110.325,79
1441,20.587,110.33,20.582,110.325,20.592,110.335,11
1442,20.587,110.34,20.582,110.335,20.592,110.345,27
1443,20.587,110.35,20.582,110.345,20.592,110.355,26
1444,20.587,110.36,20.582,110.355,20.592,110.365,15
1445,20.587,110.37,20.582,110.365,20.592,110.375,83
1446,20.587,110.38,20.582,110.375,20.592,110.385,29
1447,20.587,110.39,20.582,110.385,20.592,110.395,61
1448,20.587,110.4,20.582,110.395,20.592,110.405,67
1449,20.587,110.41,20.582,110.405,20.592,110.415,10
1450,20.587,110.45,20.582,110.445,20.592,110.455,32
1451,20.587,110.46,20.582,110.455,20.592,110.465,3
1452,20.587,110.47,20.582,110.465,20.592,110.475,54
1453,20.587,110.48,20.582,110.475,20.592,110.485,55
1454,20.597,110.28,20.592,110.275,20.602,110.285,53
1455,20.597,110.29,20.592,110.285,20.602,110.295,7
1456,20.597,110.3,20.592,110.295,20.602,110.305,47
1457,20.597,110.31,20.592,110.305,20.602,110.315,0
1458,20.597,110.32,20.592,110.315,20.602,110.325,89
1459,20.597,110.33,20.592,110.325,20.602,110.335,45
1460,20.597,110.34,20.592,110.335,20.602,110.345,94
1461,20.597,110.35,20.592,110.345,20.602,110.355,11
1462,20.597,110.36,20.592,110.355,20.602,110.365,12
1463,20.597,110.37,20.592,110.365,20.602,110.375,43
1464,20.597,110.38,20.592,110.375,20.602,110.385,22
1465,20.597,110.39,20.592,110.385,20.602,110.395,3
1466,20.597,110.4,20.592,110.395,20.602,110.405,11
1467,20.597,110.42,20.592,110.415,20.602,110.425,46
1468,20.597,110.44,20.592,110.435,20.602,110.445,35
1469,20.597,110.45,20.592,110.445,20.602,110.455,73
1470,20.597,110.46,20.592,110.455,20.602,110.465,69
1471,20.597,110.47,20.592,110.465,20.602,110.475,9
1472,20.597,110.48,20.592,110.475,20.602,110.485,2
1473,20.607,110.3,20.602,110.295,20.612,110.305,1
1474,20.607,110.31,20.602,110.305,20.612,110.315,90
1475,20.607,110.32,20.602,110.315,20.612,110.325,22
1476,20.607,110.33,20.602,110.325,20.612,110.335,92
1477,20.607,110.34,20.602,110.335,20.612,110.345,5
1478,20.607,110.35,20.602,110.345,20.612,110.355,25
